"status","area","id_slug","titulo","origem","status_imagem","motivo","refs_candidatas","mapeamentos"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","flexao-cervical-suave","Flexao cervical suave","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","flexao-extensores-punho","Flexao dos extensores do punho","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","flexao-lombar-sentada","Flexao lombar sentada","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","flexor-quadril-com-quadriceps","Flexor do quadril com quadriceps","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","funcional-em-casa-iniciante","Funcional em casa iniciante","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_NEEDS_REVIEW","EXERCISE_INSTRUCTION","gato-vaca-escapular","Gato-vaca escapular","PRE_REFERENCE_CATALOG","NEEDS_REVIEW","O mapeamento aguarda aprovacao visual humana explicita.","gato-vaca-escapular","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","gluteo-parede","Gluteo na parede","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","inclinacao-lateral-pescoco","Inclinacao lateral do pescoco","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","inclinacao-unilateral-cadeira","Inclinacao unilateral na cadeira","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","inversao-eversao-controlada","Inversao e eversao controlada","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","jumping-baixo-impacto","Jumping baixo impacto","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","levantar-e-respirar","Levantar e respirar","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","livro-aberto","Livro aberto","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","luta-sombra-leve","Luta sombra leve","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_NEEDS_REVIEW","EXERCISE_INSTRUCTION","ref_011_mov_02","Malasana","REFERENCE_EXTRACTED","NEEDS_REVIEW","O mapeamento aguarda aprovacao visual humana explicita.","ref_004_mov_03","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","maos-atras-costas","Maos atras das costas","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","marcha-leve-parada","Marcha leve parada","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","mobilidade-braco-cotovelo","Mobilidade de braco e cotovelo","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","mobilidade-pescoco-ombros","Mobilidade de pescoco e ombros","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","mobilidade-cotovelo","Mobilidade leve de cotovelo","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","mobilidade-tornozelo-panturrilha","Mobilidade tornozelo-panturrilha","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","degrau-panturrilha","Panturrilha no degrau","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","pausa-de-energia","Pausa de energia","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","peitoral-parede-um-braco","Peitoral na parede com um braco","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","peitoral-no-canto","Peitoral no canto da parede","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","pendulo-ombro","Pendulo de ombro","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","piriforme-deitado","Piriforme deitado","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","toalha-deitado","Posterior com toalha deitado","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","posterior-em-pe-apoio","Posterior em pe com apoio","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_004_mov_07","Postura da cobra","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_004_mov_07","1"
"ARCHIVED_NEEDS_REVIEW","EXERCISE_INSTRUCTION","ref_004_mov_03","Postura da guirlanda / agachamento yogue","REFERENCE_EXTRACTED","NEEDS_REVIEW","O mapeamento aguarda aprovacao visual humana explicita.","ref_004_mov_03","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_003_mov_12","Postura da oracao final","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_003_mov_12","1"
"ARCHIVED_NEEDS_REVIEW","EXERCISE_INSTRUCTION","ref_011_mov_25","Postura de lotus","REFERENCE_EXTRACTED","NEEDS_REVIEW","O mapeamento aguarda aprovacao anatomica humana explicita.","ref_011_mov_25","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_001_mov_03","Postura do gafanhoto","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_001_mov_03","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_004_mov_17","Postura do sapo","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_004_mov_17","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_005_mov_06","Postura do sapo","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_005_mov_06; ref_004_mov_17","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_008_mov_05","Prancha","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_003_mov_05","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_011_mov_10","Prancha","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_003_mov_05","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","pronacao-supinacao-antebraco","Pronacao e supinacao do antebraco","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","pular-corda-iniciante","Pular corda iniciante","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","quadriceps-lateral-deitado","Quadriceps deitado de lado","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","quadriceps-em-pe-apoio","Quadriceps em pe com apoio","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","queixo-para-tras","Queixo para tras","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","reset-corporal-trabalho","Reset corporal no trabalho","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","reset-postural","Reset postural","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","respiracao-mobilidade","Respiracao + mobilidade","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","respiracao-costelas","Respiracao nas costelas","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","retracao-protracao-escapular","Retracao e protracao escapular","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","rotacao-cervical-controlada","Rotacao cervical controlada","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","rotacao-externa-parede","Rotacao externa na parede","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","rotacao-toracica-sentada","Rotacao toracica sentada","PRE_REFERENCE_CATALOG","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_001_mov_01","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","soleo-joelho-flexionado","Soleo com joelho flexionado","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","soltar-tensao-pescoco-ombros","Soltar tensao de pescoco e ombros","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","torcao-lombar-leve","Torcao lombar leve","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","ref_001_mov_01","Torcao sentada","REFERENCE_EXTRACTED","MISSING","O exercicio possui mapeamento, mas ainda faltam arquivos fisicos obrigatorios.","ref_001_mov_01","1"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","triceps-acima-cabeca","Triceps acima da cabeca","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","yoga-bolso-coluna-leve","Yoga de bolso: coluna leve","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","yoga-bolso-pausa-no-chao","Yoga de bolso: pausa no chao","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","yoga-energia-leve","Yoga de energia leve","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","EXERCISE_INSTRUCTION","yoga-leve","Yoga leve","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","noventa-noventa","90/90 de quadril","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","abertura-peito-porta","Abertura de peito na porta","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","abertura-quadril-sentado","Abertura de quadril sentado","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","abertura-dedos","Abertura dos dedos","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","abraco-escapulas","Abraco das escapulas","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","alfabeto-tornozelo","Alfabeto com tornozelo","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","alongamento-frente-tornozelo","Alongamento da frente do tornozelo","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","alongamento-biceps-parede","Alongamento de biceps na parede","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","alongamento-braquiorradial","Alongamento do braquiorradial","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","elevador-escapula","Alongamento do elevador da escapula","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
"ARCHIVED_MISSING_IMAGE","STRETCHING_EXERCISE","alongamento-polegar","Alongamento do polegar","PRE_REFERENCE_CATALOG","MISSING","Ainda nao existe correspondencia confirmada entre este exercicio e o banco de imagens de referencias.","","0"
